platform,set,component,tags,description,use1_title,use1_detect,use1_decide,use1_do,use1_image_url,use2_title,use2_detect,use2_decide,use2_do,use2_image_url,parts,component_image_url,code1_label,code1,code2_label,code2,code3_label,code3,note,wiring,wiring_image_url,quick_reference,github_url
"Raspberry Pi / Pico","Pete","Ultrasonic Distance Sensor","Detect, Distance","An ultrasonic distance sensor measures how far away something is without touching it.
It sends out a tiny burst of sound and listens for the echo bouncing back.
Your projects can use distance to react when hands, walls, boxes, or mysterious objects move closer.","Car reversing sensor","Car distance to wall","Wall is too close","Beep faster","https://github.com/raspberrypilearning/skills-bricks/blob/master/Ultrasonic_Distance_Sensor-Pete/images/car-reversing-sensor.png","Wobbly trophy alarm","Someone sneaks near","Trophy zone is crossed","Flash warning lights","https://github.com/raspberrypilearning/skills-bricks/blob/master/Ultrasonic_Distance_Sensor-Pete/images/wobbly-trophy-alarm.png","VCC: Power; Trig: Send pulse; Echo: Hear echo; GND: Ground","https://github.com/raspberrypilearning/skills-bricks/blob/master/Ultrasonic_Distance_Sensor-Pete/images/component-ultrasonic-distance-sensor.png","Raspberry Pi","from gpiozero import DistanceSensor

sensor = DistanceSensor(
    echo=18,
    trigger=17
)

distance = sensor.distance","Raspberry Pi Pico","from picozero import DistanceSensor

sensor = DistanceSensor(
    echo=3,
    trigger=2
)

distance = sensor.distance","","","Use distance when your project needs to react to nearby things.","VCC -> 3V3 or 5V module supply | Trig -> GPIO 17 | Echo -> GPIO 18 | GND -> GND | VCC -> 3V3 | Trig -> GP2 | Echo -> GP3 | GND -> GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/Ultrasonic_Distance_Sensor-Pete/ultrasonic-distance-sensor-skill-brick.html"
"Arduino","","Accelerometer","Detect, Motion","An accelerometer senses movement, tilt, and how it is being held.
It measures force on three axes — x, y and z.
With an Arduino, an analog accelerometer is read on three analog pins.","Shake dice","A shake","It was shaken","Show a random number","","Tilt maze","Tilt on the x axis","Which way it leans","Move the dot","","X, Y, Z: Three axes; Analog out: To analog pins; VCC: 3.3V power","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/accelerometer/adafruit-compass-accelerometer.png","Arduino","const int xPin = A0;
const int yPin = A1;
const int zPin = A2;

void setup() {
  Serial.begin(9600);
}

void loop() {
  int x = analogRead(xPin);
  int y = analogRead(yPin);
  int z = analogRead(zPin);
  Serial.println(x);
}","","","","","An analog accelerometer (like the ADXL335) gives a voltage per axis that you read with analogRead() .","X → A0 | Y → A1 | Z → A2 | VCC → 3.3V, GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/accelerometer/arduino-accelerometer.html"
"Arduino","","Button / Switch","Detect, Press","A button or switch lets your project take input when someone presses or flips it.
When pressed it connects a pin to GND, which your code reads as a digital value.
With an Arduino, you use the internal pull-up resistor and read the pin as digital.","Arcade button","Button pressed","Player took a turn","Show the next clue","","Door switch","Switch state","Door is open","Sound an alert","","Two legs: Pin and GND; Pull-up: Set in code; digitalRead(): 0 or 1","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/button-switch/tactile-push-button.png","Arduino","const int button = 2;

void setup() {
  pinMode(button, INPUT_PULLUP);
  Serial.begin(9600);
}

void loop() {
  if (digitalRead(button) == LOW) {
    Serial.println(""Pressed"");
  }
}","","","","","With INPUT_PULLUP the pin reads HIGH normally and LOW when pressed (button wired to GND).","pin 2 → one leg | other leg → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/button-switch/arduino-button-switch.html"
"Arduino","","Capacitive Touch","Detect, Touch","A capacitive touch sensor reacts to your finger, just like a phone screen.
It senses the tiny electrical change your skin makes when you touch the pad.
With an Arduino, a touch module gives a digital HIGH when it is touched.","Secret reveal","Pad is touched","Someone touched it","Show a hidden message","","Touch lamp","Pad is touched","Toggle the light","Turn the lamp on or off","","Pad: Touch area; OUT: To a pin; Power: 3.3–5V","","Arduino","const int touch = 2;

void setup() {
  pinMode(touch, INPUT);
  Serial.begin(9600);
}

void loop() {
  if (digitalRead(touch) == HIGH) {
    Serial.println(""Touched"");
  }
}","","","","","A TTP223 touch module outputs HIGH while the pad is touched — read it like a button.","OUT → pin 2 | VCC → 3.3V | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/capacitive-touch/arduino-capacitive-touch.html"
"Arduino","","I2C","Connect, Data","I²C is a way to connect modules like displays and sensors using just two shared wires.
Many devices can share the same two lines, each with its own address.
With an Arduino, the Wire library talks to I²C devices on A4 and A5.","OLED display","New data","What to show","Send it to the display","","Sensor reading","Time to read","Which sensor","Request its data","","SDA: Data line (A4); SCL: Clock line (A5); Address: Per device","","Arduino","#include <Wire.h>

void setup() {
  Wire.begin();
  Serial.begin(9600);
}

void loop() {
  Wire.requestFrom(0x68, 1);
  if (Wire.available()) {
    int data = Wire.read();
    Serial.println(data);
  }
}","","","","","The Wire library uses A4 (SDA) and A5 (SCL) on an Uno. Each device has its own address.","SDA → A4 | SCL → A5 | VCC → power | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/i2c/arduino-i2c.html"
"Arduino","","LDR","Detect, Level","An LDR is a light sensor that tells your project how bright or dark it is.
LDR stands for light dependent resistor. Its resistance changes when more or less light falls on the sensor face.
With an Arduino, you read the LDR on an analog pin to get a light level.","Automatic night light","Pin light reading","Room is dark","Turn on a light","","Greenhouse grow light","Plant light level","Plants are too shaded","Turn on a grow light","","Sensor face: Detects light; Track: Changes resistance; Legs: Connect to circuit","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/ldr/ldr.png","Arduino","const int ldr = A0;

void setup() {
  Serial.begin(9600);
}

void loop() {
  int light = analogRead(ldr);
  Serial.println(light);
}","","","","","analogRead() returns 0–1023. Wire the LDR with a 10kΩ resistor as a voltage divider into A0.","5V → LDR → A0 | A0 → 10kΩ resistor → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/ldr/arduino-ldr.html"
"Arduino","","LED","Do, Light","An LED is a tiny light that your code can switch on, switch off, or blink.
LED stands for light-emitting diode. It glows when electricity flows the right way through it, so the long leg and short leg matter.
With an Arduino, you connect an LED to a pin through a resistor and switch it on and off in your sketch.","Mini traffic light","Timer reaches stop point","Cars must stop now","Turn on red LED","","Motion sensor light","Movement near the sensor","Someone has arrived","Turn on the LED","","Anode: Long leg; Cathode: Short leg; Resistor: Protects LED","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/led/led.png","Arduino","const int led = 13;

void setup() {
  pinMode(led, OUTPUT);
}

void loop() {
  digitalWrite(led, HIGH);
  delay(500);
  digitalWrite(led, LOW);
  delay(500);
}","","","","","Use digitalWrite(led, HIGH) to turn the LED on and LOW to turn it off. Always put a 220 Ω resistor in series with the LED.","Pin 13 → resistor → LED + (long leg) | LED − (short leg) → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/led/arduino-led.html"
"Arduino","","Line Sensor","Detect, Surface","A line sensor shines infrared light down and measures how much bounces back.
A dark line reflects little light and a pale surface reflects a lot, so the sensor can tell them apart.
With an Arduino, you read the sensor on a pin to follow lines or spot edges.","Line-following buggy","Surface under the sensor","On the line or off it","Steer back to the line","","Edge stopper","Surface ahead","Table edge reached","Stop the motors","","IR LED: Shines light; Detector: Reads reflection; OUT: To a pin","","Arduino","const int line = 2;

void setup() {
  pinMode(line, INPUT);
  Serial.begin(9600);
}

void loop() {
  int onLine = digitalRead(line);
  Serial.println(onLine);
}","","","","","Most modules output digital (1 and 0 for line and no line). Analog versions use analogRead() . Adjust the sensitivity screw.","VCC → 5V | OUT → pin 2 | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/line-sensor/arduino-line-sensor.html"
"Arduino","","Magnetometer","Detect, Direction","A magnetometer measures magnetic fields, which lets the Arduino work as a compass.
It can give a heading in degrees where 0 means north.
With an Arduino, a compass module is read over I²C using a library.","Digital compass","The heading","Which way is north","Point an arrow north","","Magnet detector","Field strength","A magnet is close","Light an LED","","SDA: I²C data (A4); SCL: I²C clock (A5); VCC: 3.3V power; GND: Ground","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/magnetometer/adafruit-compass-accelerometer.png","Arduino","#include <Wire.h>
#include <QMC5883LCompass.h>

QMC5883LCompass compass;

void setup() {
  Serial.begin(9600);
  compass.init();
}

void loop() {
  compass.read();
  Serial.println(compass.getAzimuth());
}","","","","","Install a compass library. The module connects over I²C (SDA/SCL); getAzimuth() returns the heading.","SDA → A4 | SCL → A5 | VCC → 3.3V | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/magnetometer/arduino-magnetometer.html"
"Arduino","","LED Matrix","Do, Light","An LED matrix is a grid of LEDs you can light up to show numbers, letters and pictures.
A common module is an 8×8 grid driven by a MAX7219 chip.
With an Arduino, the LedControl library lights any LED in the grid.","Mood badge","A button press","Which face to show","Show a happy or sad face","","Dice roll","A shake or press","Pick a number 1 to 6","Show the number","","DIN: Data; CLK: Clock; CS: Chip select; VCC: 5V","","Arduino","#include <LedControl.h>

LedControl lc(12, 11, 10, 1);

void setup() {
  lc.shutdown(0, false);
  lc.setIntensity(0, 8);
  lc.clearDisplay(0);
}

void loop() {
  lc.setLed(0, 2, 3, true);
}","","","","","Install the LedControl library. lc(DIN, CLK, CS, devices) ; setLed() lights one LED by row and column.","DIN → pin 12 | CLK → pin 11 | CS → pin 10 | VCC → 5V, GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/matrix/arduino-matrix.html"
"Arduino","","Motor Driver","Do, Motor","A motor driver board lets your Arduino control motors that need more power than a pin can supply.
The Arduino sends low-power signals and the driver switches the larger motor current from its own supply.
You set direction with digital pins and speed with a PWM pin.","Robot buggy","Start button pressed","Time to move","Drive the motors forward","","Spinning display","Timer tick","Turntable should turn","Run the motor","","IN1, IN2: Direction; ENA: Speed (PWM); Motor A/B: To the motors; VS / GND: Motor power","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/motor-driver/motor-controller.png","Arduino","const int in1 = 5;
const int in2 = 6;
const int ena = 9;

void setup() {
  pinMode(in1, OUTPUT);
  pinMode(in2, OUTPUT);
  pinMode(ena, OUTPUT);
}

void loop() {
  digitalWrite(in1, HIGH);
  digitalWrite(in2, LOW);
  analogWrite(ena, 180);
}","","","","","Power the motors from the driver board's own battery, not the Arduino. analogWrite() on ENA sets the speed.","pin 5 → IN1 | pin 6 → IN2 | pin 9 → ENA | battery → VS, GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/motor-driver/arduino-motor-driver.html"
"Arduino","","NeoPixel","Do, Light","NeoPixels are addressable RGB LEDs you can chain together on a single data pin.
Each pixel can be a different colour and brightness.
With an Arduino, the Adafruit NeoPixel library sets each pixel's colour.","Progress bar","Task progress","How many pixels to light","Light that many","","Rainbow badge","Button press","Next colour","Show the colours","","DIN: Data pin; 5V: Power; GND: Ground","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/neopixel/adafruit-neopixel.png","Arduino","#include <Adafruit_NeoPixel.h>

Adafruit_NeoPixel strip(8, 6, NEO_GRB + NEO_KHZ800);

void setup() {
  strip.begin();
  strip.show();
}

void loop() {
  strip.setPixelColor(0, strip.Color(255, 0, 0));
  strip.show();
}","","","","","Install the Adafruit NeoPixel library. The first number is the pixel count, the second is the data pin.","DIN → pin 6 | 5V → 5V | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/neopixel/arduino-neopixel.html"
"Arduino","","Piezo Buzzer","Do, Sound","A piezo buzzer is a small part that makes a buzz or beep when your code turns it on.
It turns electrical energy into vibration, which makes a sound you can hear.
With an Arduino, you play tones through a pin using the tone() function.","Sound alert","Program needs to alert","User must hear it now","Beep the buzzer","","Safety warning alarm","Unsafe machine state","People must stay back","Sound the buzzer","","Positive: Signal side; Negative: Ground side; Sound hole: Lets sound out","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/piezo-buzzer/piezo-buzzer.png","Arduino","const int buzzer = 8;

void setup() {
  pinMode(buzzer, OUTPUT);
}

void loop() {
  tone(buzzer, 440, 500);
  delay(1000);
}","","","","","tone(pin, frequency, duration) plays a note. Use noTone() to stop it early.","pin 8 → buzzer + | buzzer − → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/piezo-buzzer/arduino-piezo-buzzer.html"
"Arduino","","Arduino Pins","Connect, Reference","The Arduino's pins are how it connects to the outside world.
Digital pins read or write HIGH and LOW, analog pins (A0–A5) read voltages, and PWM pins (marked ~) can fake an analog output.
Power pins give 5V, 3.3V and GND for your components.","Read a sensor","Analog pin voltage","What it means","React in code","","Drive an output","A condition","On or off","Set a digital pin","","Digital: HIGH or LOW; Analog: A0–A5; PWM: ~ pins; Power: 5V 3.3V GND","","Arduino","const int digitalPin = 2;
const int analogPin = A0;
const int pwmPin = 9;

void setup() {
  pinMode(digitalPin, INPUT);
  pinMode(pwmPin, OUTPUT);
}

void loop() {
  int sensor = analogRead(analogPin);
  analogWrite(pwmPin, sensor / 4);
}","","","","","Digital pins use digitalRead/Write , analog pins use analogRead (0–1023), and ~ pins use analogWrite (0–255).","digital pins 0–13 | analog A0–A5 | power 5V, 3.3V, GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/pins/arduino-pins.html"
"Arduino","","PIR Sensor","Detect, Motion","A PIR sensor tells your project when something warm moves nearby.
PIR stands for passive infrared. It detects changes in infrared energy, so it is good at noticing people moving.
With an Arduino, you read the sensor's output on a digital pin.","Automatic hallway light","Person moving past","Someone has arrived","Turn on a light","","Security alarm","Movement in the room","Alarm should trigger","Sound a warning","","Dome: Senses movement; Pins: VCC OUT GND; Adjusters: Time and range","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/pir/pir.png","Arduino","const int pir = 2;

void setup() {
  pinMode(pir, INPUT);
  Serial.begin(9600);
}

void loop() {
  if (digitalRead(pir) == HIGH) {
    Serial.println(""Motion!"");
  }
}","","","","","digitalRead() is HIGH when movement is detected. Most PIR modules run on 5V and need a short warm-up.","VCC → 5V | OUT → pin 2 | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/pir/arduino-pir.html"
"Arduino","","Potentiometer","Detect, Level","A potentiometer is a knob that changes its resistance as you turn it.
Wired as a voltage divider, it gives the Arduino a value that rises and falls as you turn it.
With an Arduino, you read it on an analog pin to get a number from 0 to 1023.","Volume dial","Knob position","How loud it should be","Set the buzzer pitch","","Brightness slider","Knob position","How bright it should be","Set the LED brightness","","Two ends: 5V and GND; Wiper: To analog pin; 0–1023: Value range","","Arduino","const int pot = A0;

void setup() {
  Serial.begin(9600);
}

void loop() {
  int value = analogRead(pot);
  Serial.println(value);
}","","","","","analogRead() gives 0 at one end and 1023 at the other.","5V → one end | wiper → A0 | GND → other end","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/potentiometer/arduino-potentiometer.html"
"Arduino","","Radio","Connect, Receive","A radio module lets two or more Arduinos talk to each other wirelessly.
Modules on the same channel and address can send and receive messages.
With an Arduino, the RF24 library sends and receives over SPI.","Wireless hello","Button pressed","Time to send","Send a message","","Remote light","A message arrives","Message says on","Light an LED","","CE: Pin 7; CSN: Pin 8; SPI: SCK MISO MOSI; 3.3V: Power","","Arduino","#include <SPI.h>
#include <RF24.h>

RF24 radio(7, 8);
const byte address[6] = ""00001"";

void setup() {
  radio.begin();
  radio.openWritingPipe(address);
  radio.stopListening();
}

void loop() {
  const char text[] = ""hello"";
  radio.write(&text, sizeof(text));
}","","","","","Install the RF24 library. The module uses SPI plus CE and CSN pins, and must run on 3.3V.","CE → pin 7 | CSN → pin 8 | SCK/MISO/MOSI → SPI pins | VCC → 3.3V, GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/radio/arduino-radio.html"
"Arduino","","RGB LED","Do, Colour","An RGB LED is three coloured lights — red, green and blue — built into one part.
By mixing how bright each colour is, your code can make almost any colour.
With an Arduino, you connect the three colour legs to PWM pins and set each level.","Mood lamp","Button is pressed","Which colour to show","Mix red, green and blue","","Status light","System state","OK, warning or error","Show green, amber or red","","Red leg: Pin 9; Green leg: Pin 10; Blue leg: Pin 11; Common: 5V or GND","","Arduino","const int r = 9;
const int g = 10;
const int b = 11;

void setup() {
  pinMode(r, OUTPUT);
  pinMode(g, OUTPUT);
  pinMode(b, OUTPUT);
}

void loop() {
  analogWrite(r, 255);
  analogWrite(g, 100);
  analogWrite(b, 0);
}","","","","","Use PWM pins (marked ~) and analogWrite() 0–255 per colour. Add a resistor on each leg.","pin 9 → R | pin 10 → G | pin 11 → B | common → GND or 5V","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/rgb-led/arduino-rgb-led.html"
"Arduino","","Servo","Do, Motion","A servo motor turns to an exact angle and holds it there.
It is great for arms, gates, dials, and steering.
With an Arduino, the Servo library moves it to an angle between 0 and 180 degrees.","Automatic gate","Visitor arrives","Gate should open","Turn the servo to 90°","","Robot arm","Command received","Where to move","Set the servo angle","","Signal: To a pin; Power: 5V; GND: Ground","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/servo/servo.png","Arduino","#include <Servo.h>

Servo myServo;

void setup() {
  myServo.attach(9);
}

void loop() {
  myServo.write(0);
  delay(1000);
  myServo.write(90);
  delay(1000);
}","","","","","Include the Servo library. write() takes an angle from 0 to 180 degrees.","signal → pin 9 | power → 5V | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/servo/arduino-servo.html"
"Arduino","","Speaker","Do, Sound","A speaker turns electrical signals into sound you can hear.
On an Arduino you can drive a small speaker with the tone() function to play notes and tunes.
A speaker can play richer sound than a simple buzzer.","Door chime","The door opens","Play a chime","Sound the tune","","Tiny fanfare","The player wins","Time to celebrate","Play a fanfare","","Cone: Makes the sound; Terminals: Signal and GND; 8 Ω: Typical speaker","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/speaker/speaker.png","Arduino","const int speaker = 8;
int tune[] = {262, 294, 330, 349};

void setup() {
  pinMode(speaker, OUTPUT);
}

void loop() {
  for (int i = 0; i < 4; i++) {
    tone(speaker, tune[i], 300);
    delay(350);
  }
}","","","","","tone() plays square-wave notes through the speaker. For louder, cleaner sound, drive it through a small transistor or amplifier.","pin 8 → speaker + (via a resistor) | speaker − → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/speaker/arduino-speaker.html"
"Arduino","","SPI","Connect, Fast Data","SPI is a fast way to connect modules like screens, card readers and radios.
It uses separate data-in, data-out and clock lines, plus a select pin for each device.
With an Arduino, the SPI library handles the timing for you.","SD card","Data to save","Time to write","Send it to the card","","TFT screen","New image","What to draw","Stream it over SPI","","SCK: Clock; MOSI: Data out; MISO: Data in; SS: Select","","Arduino","#include <SPI.h>

void setup() {
  SPI.begin();
  pinMode(SS, OUTPUT);
}

void loop() {
  SPI.beginTransaction(SPISettings(4000000, MSBFIRST, SPI_MODE0));
  digitalWrite(SS, LOW);
  SPI.transfer(0x42);
  digitalWrite(SS, HIGH);
  SPI.endTransaction();
}","","","","","SPI uses pins 13 (SCK), 12 (MISO) and 11 (MOSI) on an Uno, plus a select pin for each device.","SCK → pin 13 | MISO → pin 12 | MOSI → pin 11 | SS → pin 10","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/spi/arduino-spi.html"
"Arduino","","Stepper Motor","Do, Motion","A stepper motor moves in small exact steps instead of spinning freely.
This lets your project turn something to a precise position, like a dial or a pointer.
With an Arduino, the Stepper library drives it through a board such as a ULN2003.","Pointer dial","A new value","Where the pointer goes","Step the motor there","","Tiny lift","Button press","Which floor","Step the lift up or down","","Coils: Four windings; Driver: ULN2003 board; Steps: 2048 per turn; Power: Motor supply","","Arduino","#include <Stepper.h>

Stepper motor(2048, 8, 10, 9, 11);

void setup() {
  motor.setSpeed(10);
}

void loop() {
  motor.step(2048);
  delay(1000);
}","","","","","A 28BYJ-48 motor has 2048 steps per turn. The ULN2003 driver board needs its own power supply.","pins 8, 9, 10, 11 → ULN2003 IN1–IN4 | battery → driver power","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/stepper/arduino-stepper.html"
"Arduino","","Temperature","Detect, Level","A temperature sensor lets your project measure how warm or cold it is.
An analog sensor like the TMP36 gives a voltage that rises with temperature.
With an Arduino, you read it on an analog pin and convert the value to °C.","Too hot warning","The temperature","It is above 30°C","Show a warning","","Weather logger","Temperature each minute","Time to record","Save the reading","","Signal: To analog pin; Power: 5V; GND: Ground","","Arduino","const int tmp = A0;

void setup() {
  Serial.begin(9600);
}

void loop() {
  int reading = analogRead(tmp);
  float volts = reading * 5.0 / 1024.0;
  float tempC = (volts - 0.5) * 100;
  Serial.println(tempC);
}","","","","","A TMP36 gives 10 mV per °C with a 0.5V offset. Convert the analog reading to volts, then to °C.","signal → A0 | power → 5V | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/temperature/arduino-temperature.html"
"Arduino","","Tilt Switch","Detect, Motion","A tilt switch is a small switch that turns on or off when it is tipped.
Inside is usually a tiny ball that rolls to make or break the connection.
With an Arduino, you read it on a digital pin, just like a button.","Shake to wake","Tilt changes","It has been moved","Wake up the display","","Tip-over alarm","Tilt state","It tipped over","Sound an alarm","","Ball: Rolls inside; Contacts: Open or closed; Legs: Pin and GND","","Arduino","const int tilt = 2;

void setup() {
  pinMode(tilt, INPUT_PULLUP);
  Serial.begin(9600);
}

void loop() {
  if (digitalRead(tilt) == LOW) {
    Serial.println(""Tilted"");
  }
}","","","","","With INPUT_PULLUP the pin reads HIGH normally and LOW when the ball closes the contacts. Read it like a button.","pin 2 → one leg | other leg → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/tilt-switch/arduino-tilt-switch.html"
"Arduino","","Toggle Switch","Detect, State","A toggle or slide switch stays in the position you leave it — on or off.
Unlike a button, it does not spring back, so it remembers its setting.
With an Arduino, you read it on a digital pin to choose a mode or turn things on and off.","Mode selector","Switch position","Which mode","Run that mode","","Power lever","Switch state","On or off","Start or stop the project","","Two positions: On and off; Stays put: No spring back; Legs: Pin and GND","","Arduino","const int sw = 2;

void setup() {
  pinMode(sw, INPUT_PULLUP);
  Serial.begin(9600);
}

void loop() {
  if (digitalRead(sw) == LOW) {
    Serial.println(""ON"");
  } else {
    Serial.println(""OFF"");
  }
}","","","","","A toggle switch holds its state, so the pin stays HIGH or LOW until you flip it. INPUT_PULLUP gives a clean reading.","pin 2 → one leg | other leg → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/toggle-switch/arduino-toggle-switch.html"
"Arduino","","UART","Connect, Serial","UART is serial communication — sending text and data one bit at a time.
The Arduino uses it to talk to your computer and to modules like GPS or Bluetooth.
With an Arduino, the Serial library sends and receives over USB or pins 0 and 1.","Talk to a computer","A reading","Time to report","Print it to Serial","","GPS receiver","A GPS sentence","New position","Read it in","","TX: Sends (pin 1); RX: Receives (pin 0); Serial: The library","","Arduino","void setup() {
  Serial.begin(9600);
}

void loop() {
  Serial.println(""Hello"");
  if (Serial.available()) {
    char c = Serial.read();
    Serial.println(c);
  }
}","","","","","Serial.begin() sets the speed. TX (pin 1) sends and RX (pin 0) receives — these are also used by the USB connection.","TX → RX of device | RX → TX of device | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/uart/arduino-uart.html"
"Arduino","","Ultrasonic Distance Sensor","Detect, Level","A distance sensor measures how far away something is without touching it.
It works a bit like a bat, sending out sound and timing the echo that bounces back.
With an Arduino, you send a pulse on one pin and time the echo on another.","Car reversing sensor","Distance to the wall","Wall is closer than 30 cm","Turn on a beeper","","Magic treasure chest","Hand distance","Hand is close enough","Light an LED","","VCC: Power; Trig: Sends pulse; Echo: Gets echo; GND: Ground","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/uds/ultrasonic-distance-sensor.png","Arduino","const int trig = 9;
const int echo = 10;

void setup() {
  pinMode(trig, OUTPUT);
  pinMode(echo, INPUT);
  Serial.begin(9600);
}

void loop() {
  digitalWrite(trig, LOW);
  delayMicroseconds(2);
  digitalWrite(trig, HIGH);
  delayMicroseconds(10);
  digitalWrite(trig, LOW);
  long us = pulseIn(echo, HIGH);
  float cm = us * 0.0343 / 2;
  Serial.println(cm);
}","","","","","pulseIn() times the echo; multiply by the speed of sound to get the distance in cm.","Trig → pin 9 | Echo → pin 10 | VCC → 5V | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/arduino/uds/arduino-uds.html"
"micro:bit","","micro:bit Accelerometer","Detect, Motion","The accelerometer senses movement, tilt, and how the micro:bit is being held.
It measures force on three axes — x (left to right), y (forward and back), and z (up and down).
It can also spot gestures like shake, tilt, and free fall.","Shake dice","A shake gesture","The micro:bit was shaken","Show a random number","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/accelerometer/shake-dice.png","Tilt maze","Tilt on the x axis","Which way it leans","Move the dot left or right","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/accelerometer/tilt-maze.png","x, y, z: Three axes; Gestures: Shake, tilt; milli-g: Force units","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","from microbit import *

while True:
    if accelerometer.was_gesture('shake'):
        display.show(Image.SURPRISED)
    x = accelerometer.get_x()","JavaScript","input.onGesture(Gesture.Shake, function () {
    basic.showIcon(IconNames.Surprised)
})
let x = input.acceleration(Dimension.X)","","","Use get_x() , get_y() and get_z() for raw force, or was_gesture('shake') for movements.","","","get_x() get_y() get_z(): Force on each axis; was_gesture('shake'): Detect a movement; Gestures: shake, tilt, face up, freefall; Built in: No wiring needed","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/accelerometer/microbit-accelerometer.html"
"micro:bit","","Button / Switch","Detect, Press","An external button or switch lets your project take input from anywhere, not just the two on-board buttons.
When pressed it connects a pin to GND (or 3V), which your code reads as a digital value.
With a micro:bit, you set the pin's pull resistor and read it as digital.","Arcade button","Button pressed","Player took a turn","Show the next clue","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/button-switch/arcade-button.png","Door switch","Switch state","Door is open","Sound an alert","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/button-switch/door-switch.png","Two legs: Pin and GND; Pull resistor: Set in code; read_digital(): 0 or 1","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/button-switch/tactile-push-button.png","MicroPython","from microbit import *

pin0.set_pull(pin0.PULL_UP)
while True:
    if pin0.read_digital() == 0:
        display.show(Image.HAPPY)","JavaScript","pins.setPull(DigitalPin.P0, PinPullMode.PullUp)
basic.forever(function () {
    if (pins.digitalReadPin(DigitalPin.P0) == 0) {
        basic.showIcon(IconNames.Happy)
    }
})","","","With a pull-up the pin reads 1 normally and 0 when pressed (button wired to GND). Set pin0.set_pull() before you call pin0.read_digital() .","P0 → one leg | other leg → GND | pull-up set in code","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/button-switch/microbit-button-switch.html"
